torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,fouls_local,corners_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,fouls_visitante,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante
Inicial 2012,10,5,Estudiantes (LP),Quilmes,2,1,,,,,,,,,,,,,,
Inicial 2012,10,6,Colon,Racing Club,0,1,,,,,,,,,,,,,,
Inicial 2012,10,7,Belgrano,Boca Juniors,3,1,,,,,,,,,,,,,,
Inicial 2012,10,8,Newells,Velez,1,0,,,,,,,,,,,,,,
Inicial 2012,10,9,Independiente,Atl Rafaela,2,0,,,,,,,,,,,,,,
Inicial 2012,10,10,River Plate,Godoy Cruz,5,0,,,,,,,,,,,,,,
Inicial 2012,11,1,Arsenal,Colon,2,0,,,,,,,,,,,,,,
Inicial 2012,11,2,Argentinos,Independiente,0,1,,,,,,,,,,,,,,
Inicial 2012,11,3,All Boys,Belgrano,1,0,,,,,,,,,,,,,,
Inicial 2012,11,4,Union,San Martin (SJ),1,2,,,,,,,,,,,,,,
Inicial 2012,11,5,Godoy Cruz,San Lorenzo,0,0,,,,,,,,,,,,,,
Inicial 2012,11,6,Tigre,Velez,0,1,,,,,,,,,,,,,,
Inicial 2012,11,7,Racing Club,Newells,0,0,,,,,,,,,,,,,,
Inicial 2012,11,8,Quilmes,River Plate,1,0,,,,,,,,,,,,,,
Inicial 2012,11,9,Atl Rafaela,Lanus,1,2,,,,,,,,,,,,,,
Inicial 2012,11,10,Boca Juniors,Estudiantes (LP),0,0,,,,,,,,,,,,,,
Inicial 2012,12,1,San Lorenzo,Quilmes,2,2,,,,,,,,,,,,,,
Inicial 2012,12,2,San Martin (SJ),Atl Rafaela,1,2,,,,,,,,,,,,,,
Inicial 2012,12,3,Estudiantes (LP),All Boys,0,1,,,,,,,,,,,,,,
Inicial 2012,12,4,Newells,Arsenal,2,1,,,,,,,,,,,,,,
Inicial 2012,12,5,Velez,Racing Club,1,0,,,,,,,,,,,,,,
Inicial 2012,12,6,River Plate,Boca Juniors,2,2,,,,,,,,,,,,,,
Inicial 2012,12,7,Belgrano,Union,1,0,,,,,,,,,,,,,,
Inicial 2012,12,8,Lanus,Argentinos,1,0,,,,,,,,,,,,,,
Inicial 2012,12,9,Colon,Godoy Cruz,1,1,,,,,,,,,,,,,,
Inicial 2012,12,10,Independiente,Tigre,1,1,,,,,,,,,,,,,,
Inicial 2012,13,1,Atl Rafaela,Belgrano,1,3,,,,,,,,,,,,,,
Inicial 2012,13,2,Argentinos,San Martin (SJ),1,1,,,,,,,,,,,,,,
Inicial 2012,13,3,Union,Estudiantes (LP),2,2,,,,,,,,,,,,,,
Inicial 2012,13,4,Boca Juniors,San Lorenzo,3,1,,,,,,,,,,,,,,
Inicial 2012,13,5,Arsenal,Velez,1,5,,,,,,,,,,,,,,
Inicial 2012,13,6,Quilmes,Colon,2,2,,,,,,,,,,,,,,
Inicial 2012,13,7,Godoy Cruz,Newells,1,1,,,,,,,,,,,,,,
Inicial 2012,13,8,All Boys,River Plate,0,0,,,,,,,,,,,,,,
Inicial 2012,13,9,Tigre,Racing Club,1,1,,,,,,,,,,,,,,
Inicial 2012,13,10,Independiente,Lanus,0,2,,,,,,,,,,,,,,
Inicial 2012,14,1,Belgrano,Argentinos,0,0,,,,,,,,,,,,,,
Inicial 2012,14,2,Newells,Quilmes,0,0,,,,,,,,,,,,,,
Inicial 2012,14,3,Velez,Godoy Cruz,2,1,,,,,,,,,,,,,,
Inicial 2012,14,4,San Lorenzo,All Boys,4,0,,,,,,,,,,,,,,
Inicial 2012,14,5,River Plate,Union,2,0,,,,,,,,,,,,,,
Inicial 2012,14,6,Estudiantes (LP),Atl Rafaela,3,1,,,,,,,,,,,,,,
Inicial 2012,14,7,Lanus,Tigre,4,1,,,,,,,,,,,,,,
Inicial 2012,14,8,San Martin (SJ),Independiente,0,0,,,,,,,,,,,,,,
Inicial 2012,14,9,Colon,Boca Juniors,0,0,,,,,,,,,,,,,,
Inicial 2012,14,10,Racing Club,Arsenal,0,0,,,,,,,,,,,,,,
Inicial 2012,15,1,Argentinos,Estudiantes (LP),2,1,,,,,,,,,,,,,,
Inicial 2012,15,2,Union,San Lorenzo,2,2,,,,,,,,,,,,,,
Inicial 2012,15,3,Quilmes,Velez,0,1,,,,,,,,,,,,,,
Inicial 2012,15,4,All Boys,Colon,1,1,,,,,,,,,,,,,,
Inicial 2012,15,5,Atl Rafaela,River Plate,0,0,,,,,,,,,,,,,,
Inicial 2012,15,6,Godoy Cruz,Racing Club,0,1,,,,,,,,,,,,,,
Inicial 2012,15,7,Lanus,San Martin (SJ),2,1,,,,,,,,,,,,,,
Inicial 2012,15,8,Boca Juniors,Newells,0,0,,,,,,,,,,,,,,
Inicial 2012,15,9,Tigre,Arsenal,0,1,,,,,,,,,,,,,,
Inicial 2012,15,10,Independiente,Belgrano,1,2,,,,,,,,,,,,,,
Inicial 2012,16,1,San Lorenzo,Atl Rafaela,1,0,,,,,,,,,,,,,,
Inicial 2012,16,2,Estudiantes (LP),Independiente,2,0,,,,,,,,,,,,,,
Inicial 2012,16,3,Arsenal,Godoy Cruz,3,0,,,,,,,,,,,,,,
Inicial 2012,16,4,San Martin (SJ),Tigre,2,2,,,,,,,,,,,,,,
Inicial 2012,16,5,Colon,Union,2,0,,,,,,,,,,,,,,
Inicial 2012,16,6,Velez,Boca Juniors,0,1,,,,,,,,,,,,,,
Inicial 2012,16,7,Newells,All Boys,1,2,,,,,,,,,,,,,,
Inicial 2012,16,8,Belgrano,Lanus,0,2,,,,,,,,,,,,,,
Inicial 2012,16,9,Racing Club,Quilmes,4,0,,,,,,,,,,,,,,
Inicial 2012,16,10,River Plate,Argentinos,0,0,,,,,,,,,,,,,,
Inicial 2012,17,1,Union,Newells,2,2,,,,,,,,,,,,,,
Inicial 2012,17,2,Independiente,River Plate,2,2,,,,,,,,,,,,,,
Inicial 2012,17,3,San Martin (SJ),Belgrano,1,1,,,,,,,,,,,,,,
Inicial 2012,17,4,Argentinos,San Lorenzo,1,2,,,,,,,,,,,,,,
Inicial 2012,17,5,Tigre,Godoy Cruz,2,0,,,,,,,,,,,,,,
Inicial 2012,17,6,All Boys,Velez,0,2,,,,,,,,,,,,,,
Inicial 2012,17,7,Lanus,Estudiantes (LP),0,0,,,,,,,,,,,,,,
Inicial 2012,17,8,Boca Juniors,Racing Club,3,1,,,,,,,,,,,,,,
Inicial 2012,17,9,Quilmes,Arsenal,1,2,,,,,,,,,,,,,,
Inicial 2012,17,10,Atl Rafaela,Colon,2,0,,,,,,,,,,,,,,
Inicial 2012,18,1,Godoy Cruz,Quilmes,0,0,,,,,,,,,,,,,,
Inicial 2012,18,2,Colon,Argentinos,3,1,,,,,,,,,,,,,,
Inicial 2012,18,3,Racing Club,All Boys,3,1,,,,,,,,,,,,,,
Inicial 2012,18,4,Velez,Union,2,0,,,,,,,,,,,,,,
Inicial 2012,18,5,Belgrano,Tigre,1,0,,,,,,,,,,,,,,
Inicial 2012,18,6,River Plate,Lanus,1,0,,,,,,,,,,,,,,
Inicial 2012,18,7,San Lorenzo,Independiente,2,1,,,,,,,,,,,,,,
Inicial 2012,18,8,Arsenal,Boca Juniors,1,0,,,,,,,,,,,,,,
Inicial 2012,18,9,Newells,Atl Rafaela,3,0,,,,,,,,,,,,,,
Inicial 2012,18,10,Estudiantes (LP),San Martin (SJ),2,0,,,,,,,,,,,,,,
Inicial 2012,19,1,All Boys,Arsenal,0,1,,,,,,,,,,,,,,
Inicial 2012,19,2,Union,Racing Club,1,1,,,,,,,,,,,,,,
Inicial 2012,19,3,Argentinos,Newells,1,3,,,,,,,,,,,,,,
Inicial 2012,19,4,Boca Juniors,Godoy Cruz,2,1,,,,,,,,,,,,,,
Inicial 2012,19,5,Atl Rafaela,Velez,0,3,,,,,,,,,,,,,,
Inicial 2012,19,6,Belgrano,Estudiantes (LP),1,0,,,,,,,,,,,,,,
Inicial 2012,19,7,Lanus,San Lorenzo,0,0,,,,,,,,,,,,,,
Inicial 2012,19,8,San Martin (SJ),River Plate,0,2,,,,,,,,,,,,,,
Inicial 2012,19,9,Independiente,Colon,2,2,,,,,,,,,,,,,,
Inicial 2012,19,10,Quilmes,Tigre,0,0,,,,,,,,,,,,,,
Final 2013,1,1,Union,Arsenal,1,1,,,,,,,,,,,,,,
Final 2013,1,2,Argentinos,Velez,0,1,,,,,,,,,,,,,,
Final 2013,1,3,All Boys,Godoy Cruz,1,1,,,,,,,,,,,,,,
Final 2013,1,4,Estudiantes (LP),Tigre,1,3,,,,,,,,,,,,,,
Final 2013,1,5,Boca Juniors,Quilmes,3,2,,,,,,,,,,,,,,
Final 2013,1,6,San Martin (SJ),San Lorenzo,0,0,,,,,,,,,,,,,,
Final 2013,1,7,Independiente,Newells,1,3,,,,,,,,,,,,,,
Final 2013,1,8,Atl Rafaela,Racing Club,3,0,,,,,,,,,,,,,,
Final 2013,1,9,Belgrano,River Plate,1,2,,,,,,,,,,,,,,
Final 2013,1,10,Lanus,Colon,4,0,,,,,,,,,,,,,,
Final 2013,2,1,Racing Club,Argentinos,2,0,,,,,,,,,,,,,,
Final 2013,2,2,San Lorenzo,Belgrano,0,0,,,,,,,,,,,,,,
Final 2013,2,3,Godoy Cruz,Union,2,1,,,,,,,,,,,,,,
Final 2013,2,4,Colon,San Martin (SJ),1,1,,,,,,,,,,,,,,
Final 2013,2,5,Velez,Independiente,0,1,,,,,,,,,,,,,,
Final 2013,2,6,Tigre,Boca Juniors,0,0,,,,,,,,,,,,,,
Final 2013,2,7,Quilmes,All Boys,2,1,,,,,,,,,,,,,,
Final 2013,2,8,Newells,Lanus,0,3,,,,,,,,,,,,,,
Final 2013,2,9,River Plate,Estudiantes (LP),1,0,,,,,,,,,,,,,,
Final 2013,2,10,Arsenal,Atl Rafaela,0,0,,,,,,,,,,,,,,
Final 2013,3,1,Argentinos,Arsenal,1,2,,,,,,,,,,,,,,
Final 2013,3,2,Estudiantes (LP),San Lorenzo,1,1,,,,,,,,,,,,,,
Final 2013,3,3,Union,Quilmes,0,3,,,,,,,,,,,,,,
Final 2013,3,4,All Boys,Boca Juniors,2,0,,,,,,,,,,,,,,
Final 2013,3,5,Lanus,Velez,1,0,,,,,,,,,,,,,,
Final 2013,3,6,Atl Rafaela,Godoy Cruz,1,2,,,,,,,,,,,,,,
Final 2013,3,7,Independiente,Racing Club,2,0,,,,,,,,,,,,,,
Final 2013,3,8,Belgrano,Colon,2,1,,,,,,,,,,,,,,
Final 2013,3,9,River Plate,Tigre,3,2,,,,,,,,,,,,,,
Final 2013,3,10,San Martin (SJ),Newells,1,1,,,,,,,,,,,,,,
Final 2013,4,1,Quilmes,Atl Rafaela,3,3,,,,,,,,,,,,,,
Final 2013,4,2,Newells,Belgrano,2,0,,,,,,,,,,,,,,
Final 2013,4,3,Colon,Estudiantes (LP),3,3,,,,,,,,,,,,,,
Final 2013,4,4,Arsenal,Independiente,1,0,,,,,,,,,,,,,,
Final 2013,4,5,Godoy Cruz,Argentinos,0,0,,,,,,,,,,,,,,
Final 2013,4,6,Tigre,All Boys,2,1,,,,,,,,,,,,,,
Final 2013,4,7,San Lorenzo,River Plate,2,0,,,,,,,,,,,,,,
Final 2013,4,8,Racing Club,Lanus,0,0,,,,,,,,,,,,,,
Final 2013,4,9,Boca Juniors,Union,1,3,,,,,,,,,,,,,,
Final 2013,4,10,Velez,San Martin (SJ),3,0,,,,,,,,,,,,,,
Final 2013,5,1,Belgrano,Velez,1,0,,,,,,,,,,,,,,
Final 2013,5,2,Independiente,Godoy Cruz,0,1,,,,,,,,,,,,,,
Final 2013,5,3,Union,All Boys,1,1,,,,,,,,,,,,,,
Final 2013,5,4,Estudiantes (LP),Newells,2,4,,,,,,,,,,,,,,
Final 2013,5,5,San Martin (SJ),Racing Club,0,3,,,,,,,,,,,,,,
Final 2013,5,6,San Lorenzo,Tigre,0,1,,,,,,,,,,,,,,
Final 2013,5,7,River Plate,Colon,2,1,,,,,,,,,,,,,,
Final 2013,5,8,Atl Rafaela,Boca Juniors,1,1,,,,,,,,,,,,,,
Final 2013,5,9,Lanus,Arsenal,2,1,,,,,,,,,,,,,,
Final 2013,5,10,Argentinos,Quilmes,1,3,,,,,,,,,,,,,,
Final 2013,6,1,Tigre,Union,1,2,,,,,,,,,,,,,,
Final 2013,6,2,Colon,San Lorenzo,0,1,,,,,,,,,,,,,,
Final 2013,6,3,Quilmes,Independiente,0,0,,,,,,,,,,,,,,
Final 2013,6,4,Godoy Cruz,Lanus,0,1,,,,,,,,,,,,,,
Final 2013,6,5,Newells,River Plate,1,0,,,,,,,,,,,,,,
Final 2013,6,6,Racing Club,Belgrano,1,1,,,,,,,,,,,,,,
Final 2013,6,7,Velez,Estudiantes (LP),1,1,,,,,,,,,,,,,,
Final 2013,6,8,Boca Juniors,Argentinos,1,1,,,,,,,,,,,,,,
Final 2013,6,9,Arsenal,San Martin (SJ),3,2,,,,,,,,,,,,,,
Final 2013,6,10,All Boys,Atl Rafaela,2,1,,,,,,,,,,,,,,
Final 2013,7,1,Colon,Tigre,3,2,,,,,,,,,,,,,,
Final 2013,7,2,Belgrano,Arsenal,1,1,,,,,,,,,,,,,,
Final 2013,7,3,Argentinos,All Boys,1,0,,,,,,,,,,,,,,
Final 2013,7,4,River Plate,Velez,0,0,,,,,,,,,,,,,,
Final 2013,7,5,Estudiantes (LP),Racing Club,0,1,,,,,,,,,,,,,,
Final 2013,7,6,Independiente,Boca Juniors,1,1,,,,,,,,,,,,,,
Final 2013,7,7,San Martin (SJ),Godoy Cruz,2,3,,,,,,,,,,,,,,
Final 2013,7,8,Atl Rafaela,Union,1,0,,,,,,,,,,,,,,
Final 2013,7,9,San Lorenzo,Newells,0,1,,,,,,,,,,,,,,
Final 2013,7,10,Lanus,Quilmes,2,2,,,,,,,,,,,,,,
Final 2013,8,1,All Boys,Independiente,2,0,,,,,,,,,,,,,,
Final 2013,8,2,Tigre,Atl Rafaela,1,3,,,,,,,,,,,,,,
Final 2013,8,3,Velez,San Lorenzo,1,1,,,,,,,,,,,,,,
Final 2013,8,4,Union,Argentinos,0,0,,,,,,,,,,,,,,
Final 2013,8,5,Godoy Cruz,Belgrano,0,0,,,,,,,,,,,,,,
Final 2013,8,6,Quilmes,San Martin (SJ),0,0,,,,,,,,,,,,,,
Final 2013,8,7,Racing Club,River Plate,0,2,,,,,,,,,,,,,,
Final 2013,8,8,Newells,Colon,1,2,,,,,,,,,,,,,,
Final 2013,8,9,Boca Juniors,Lanus,0,0,,,,,,,,,,,,,,
Final 2013,8,10,Arsenal,Estudiantes (LP),1,0,,,,,,,,,,,,,,
Final 2013,9,1,Independiente,Union,1,1,,,,,,,,,,,,,,
Final 2013,9,2,Argentinos,Atl Rafaela,0,0,,,,,,,,,,,,,,
Final 2013,9,3,San Martin (SJ),Boca Juniors,6,1,,,,,,,,,,,,,,
Final 2013,9,4,San Lorenzo,Racing Club,1,4,,,,,,,,,,,,,,
Final 2013,9,5,Lanus,All Boys,2,1,,,,,,,,,,,,,,
Final 2013,9,6,Estudiantes (LP),Godoy Cruz,0,0,,,,,,,,,,,,,,
Final 2013,9,7,Colon,Velez,2,1,,,,,,,,,,,,,,
Final 2013,9,8,Newells,Tigre,3,1,,,,,,,,,,,,,,
Final 2013,9,9,River Plate,Arsenal,1,1,,,,,,,,,,,,,,
Final 2013,9,10,Belgrano,Quilmes,3,0,,,,,,,,,,,,,,
Final 2013,10,1,Velez,Newells,1,3,,,,,,,,,,,,,,
Final 2013,10,2,Racing Club,Colon,1,1,,,,,,,,,,,,,,
Final 2013,10,3,All Boys,San Martin (SJ),1,1,,,,,,,,,,,,,,
Final 2013,10,4,Quilmes,Estudiantes (LP),1,0,,,,,,,,,,,,,,
Final 2013,10,5,Atl Rafaela,Independiente,2,0,,,,,,,,,,,,,,
Final 2013,10,6,Arsenal,San Lorenzo,1,3,,,,,,,,,,,,,,
Final 2013,10,7,Boca Juniors,Belgrano,0,0,,,,,,,,,,,,,,
Final 2013,10,8,Godoy Cruz,River Plate,1,2,,,,,,,,,,,,,,
Final 2013,10,9,Union,Lanus,0,0,,,,,,,,,,,,,,
Final 2013,10,10,Tigre,Argentinos,1,0,,,,,,,,,,,,,,
Final 2013,11,1,Estudiantes (LP),Boca Juniors,1,0,,,,,,,,,,,,,,
Final 2013,11,2,San Lorenzo,Godoy Cruz,1,1,,,,,,,,,,,,,,
Final 2013,11,3,Colon,Arsenal,1,0,,,,,,,,,,,,,,
Final 2013,11,4,San Martin (SJ),Union,3,1,,,,,,,,,,,,,,
Final 2013,11,5,Independiente,Argentinos,3,1,,,,,,,,,,,,,,
Final 2013,11,6,Newells,Racing Club,4,3,,,,,,,,,,,,,,
Final 2013,11,7,River Plate,Quilmes,1,1,,,,,,,,,,,,,,
Final 2013,11,8,Belgrano,All Boys,0,1,,,,,,,,,,,,,,
Final 2013,11,9,Lanus,Atl Rafaela,1,1,,,,,,,,,,,,,,
Final 2013,11,10,Velez,Tigre,1,2,,,,,,,,,,,,,,
Final 2013,12,1,Godoy Cruz,Colon,3,0,,,,,,,,,,,,,,
Final 2013,12,2,Quilmes,San Lorenzo,1,2,,,,,,,,,,,,,,
Final 2013,12,3,Union,Belgrano,1,1,,,,,,,,,,,,,,
Final 2013,12,4,Argentinos,Lanus,1,2,,,,,,,,,,,,,,
Final 2013,12,5,Racing Club,Velez,0,0,,,,,,,,,,,,,,
Final 2013,12,6,Tigre,Independiente,0,2,,,,,,,,,,,,,,
Final 2013,12,7,Boca Juniors,River Plate,1,1,,,,,,,,,,,,,,
Final 2013,12,8,Atl Rafaela,San Martin (SJ),2,1,,,,,,,,,,,,,,
Final 2013,12,9,All Boys,Estudiantes (LP),0,0,,,,,,,,,,,,,,
Final 2013,12,10,Arsenal,Newells,2,0,,,,,,,,,,,,,,
Final 2013,13,1,Belgrano,Atl Rafaela,0,0,,,,,,,,,,,,,,
Final 2013,13,2,San Lorenzo,Boca Juniors,3,0,,,,,,,,,,,,,,
Final 2013,13,3,Newells,Godoy Cruz,3,1,,,,,,,,,,,,,,
Final 2013,13,4,Velez,Arsenal,2,2,,,,,,,,,,,,,,
Final 2013,13,5,Racing Club,Tigre,2,0,,,,,,,,,,,,,,
Final 2013,13,6,Lanus,Independiente,0,0,,,,,,,,,,,,,,
Final 2013,13,7,San Martin (SJ),Argentinos,2,1,,,,,,,,,,,,,,
Final 2013,13,8,Colon,Quilmes,0,3,,,,,,,,,,,,,,
Final 2013,13,9,River Plate,All Boys,2,0,,,,,,,,,,,,,,
Final 2013,13,10,Estudiantes (LP),Union,1,0,,,,,,,,,,,,,,
Final 2013,14,1,Arsenal,Racing Club,1,0,,,,,,,,,,,,,,
Final 2013,14,2,Godoy Cruz,Velez,3,1,,,,,,,,,,,,,,
Final 2013,14,3,Atl Rafaela,Estudiantes (LP),0,2,,,,,,,,,,,,,,
Final 2013,14,4,Quilmes,Newells,1,1,,,,,,,,,,,,,,
Final 2013,14,5,Boca Juniors,Colon,1,0,,,,,,,,,,,,,,
Final 2013,14,6,Independiente,San Martin (SJ),3,1,,,,,,,,,,,,,,
Final 2013,14,7,Union,River Plate,2,2,,,,,,,,,,,,,,
Final 2013,14,8,All Boys,San Lorenzo,0,3,,,,,,,,,,,,,,
Final 2013,14,9,Argentinos,Belgrano,1,3,,,,,,,,,,,,,,
Final 2013,14,10,Tigre,Lanus,0,0,,,,,,,,,,,,,,
Final 2013,15,1,Colon,All Boys,2,0,,,,,,,,,,,,,,
Final 2013,15,2,Velez,Quilmes,2,0,,,,,,,,,,,,,,
Final 2013,15,3,Belgrano,Independiente,0,0,,,,,,,,,,,,,,
Final 2013,15,4,Racing Club,Godoy Cruz,1,1,,,,,,,,,,,,,,
Final 2013,15,5,San Martin (SJ),Lanus,3,1,,,,,,,,,,,,,,
Final 2013,15,6,River Plate,Atl Rafaela,3,0,,,,,,,,,,,,,,
Final 2013,15,7,Newells,Boca Juniors,4,0,,,,,,,,,,,,,,
Final 2013,15,8,Arsenal,Tigre,3,2,,,,,,,,,,,,,,
Final 2013,15,9,Estudiantes (LP),Argentinos,0,0,,,,,,,,,,,,,,
Final 2013,15,10,San Lorenzo,Union,4,2,,,,,,,,,,,,,,
Final 2013,16,1,Quilmes,Racing Club,1,0,,,,,,,,,,,,,,
Final 2013,16,2,Independiente,Estudiantes (LP),0,0,,,,,,,,,,,,,,
Final 2013,16,3,Godoy Cruz,Arsenal,3,0,,,,,,,,,,,,,,
Final 2013,16,4,Atl Rafaela,San Lorenzo,0,0,,,,,,,,,,,,,,
Final 2013,16,5,Union,Colon,1,0,,,,,,,,,,,,,,
Final 2013,16,6,Lanus,Belgrano,0,0,,,,,,,,,,,,,,
Final 2013,16,7,Boca Juniors,Velez,1,1,,,,,,,,,,,,,,
Final 2013,16,8,Argentinos,River Plate,2,0,,,,,,,,,,,,,,
Final 2013,16,9,Tigre,San Martin (SJ),1,3,,,,,,,,,,,,,,
Final 2013,16,10,All Boys,Newells,2,1,,,,,,,,,,,,,,
Final 2013,17,1,Belgrano,San Martin (SJ),0,2,,,,,,,,,,,,,,
Final 2013,17,2,Godoy Cruz,Tigre,0,1,,,,,,,,,,,,,,
Final 2013,17,3,Arsenal,Quilmes,1,2,,,,,,,,,,,,,,
Final 2013,17,4,River Plate,Independiente,2,1,,,,,,,,,,,,,,
Final 2013,17,5,Colon,Atl Rafaela,2,2,,,,,,,,,,,,,,
Final 2013,17,6,Racing Club,Boca Juniors,2,0,,,,,,,,,,,,,,
Final 2013,17,7,Newells,Union,5,0,,,,,,,,,,,,,,
Final 2013,17,8,San Lorenzo,Argentinos,1,1,,,,,,,,,,,,,,
Final 2013,17,9,Velez,All Boys,0,0,,,,,,,,,,,,,,
Final 2013,17,10,Estudiantes (LP),Lanus,2,0,,,,,,,,,,,,,,
Final 2013,18,1,Tigre,Belgrano,0,0,,,,,,,,,,,,,,
Final 2013,18,2,Independiente,San Lorenzo,0,1,,,,,,,,,,,,,,
Final 2013,18,3,Argentinos,Colon,1,0,,,,,,,,,,,,,,
Final 2013,18,4,San Martin (SJ),Estudiantes (LP),2,0,,,,,,,,,,,,,,
Final 2013,18,5,Union,Velez,1,1,,,,,,,,,,,,,,
Final 2013,18,6,Atl Rafaela,Newells,0,3,,,,,,,,,,,,,,
Final 2013,18,7,All Boys,Racing Club,0,1,,,,,,,,,,,,,,
Final 2013,18,8,Boca Juniors,Arsenal,1,0,,,,,,,,,,,,,,
Final 2013,18,9,Lanus,River Plate,5,1,,,,,,,,,,,,,,
Final 2013,18,10,Quilmes,Godoy Cruz,0,0,,,,,,,,,,,,,,
Final 2013,19,1,Racing Club,Union,3,0,,,,,,,,,,,,,,
Final 2013,19,2,Estudiantes (LP),Belgrano,1,1,,,,,,,,,,,,,,
Final 2013,19,3,Tigre,Quilmes,2,3,,,,,,,,,,,,,,
Final 2013,19,4,Colon,Independiente,1,1,,,,,,,,,,,,,,
Final 2013,19,5,River Plate,San Martin (SJ),3,1,,,,,,,,,,,,,,
Final 2013,19,6,Velez,Atl Rafaela,2,1,,,,,,,,,,,,,,
Final 2013,19,7,Newells,Argentinos,0,1,,,,,,,,,,,,,,
Final 2013,19,8,Arsenal,All Boys,4,0,,,,,,,,,,,,,,
Final 2013,19,9,San Lorenzo,Lanus,2,2,,,,,,,,,,,,,,
Final 2013,19,10,Godoy Cruz,Boca Juniors,1,1,,,,,,,,,,,,,,
Inicial 2013,1,1,Godoy Cruz,Argentinos,3,1,,,,,,,,,,,,,,
Inicial 2013,1,2,Arsenal,Estudiantes (LP),1,1,,,,,,,,,,,,,,
Inicial 2013,1,3,All Boys,Atl Rafaela,1,1,,,,,,,,,,,,,,
Inicial 2013,1,4,Tigre,Velez,1,2,,,,,,,,,,,,,,
Inicial 2013,1,5,Colon,Racing Club,1,1,,,,,,,,,,,,,,
Inicial 2013,1,6,San Lorenzo,Olimpo,2,1,,,,,,,,,,,,,,
Inicial 2013,1,7,Lanus,Belgrano,3,0,,,,,,,,,,,,,,
Inicial 2013,1,8,Gimnasia (LP),River Plate,1,0,,,,,,,,,,,,,,
Inicial 2013,1,9,Rosario Central,Quilmes,2,0,,,,,,,,,,,,,,
Inicial 2013,1,10,Boca Juniors,Newells,2,3,,,,,,,,,,,,,,
Inicial 2013,2,1,Argentinos,Colon,2,0,,,,,,,,,,,,,,
Inicial 2013,2,2,Belgrano,Boca Juniors,1,2,,,,,,,,,,,,,,
Inicial 2013,2,3,Estudiantes (LP),All Boys,1,0,,,,,,,,,,,,,,
Inicial 2013,2,4,Quilmes,Godoy Cruz,1,0,,,,,,,,,,,,,,
Inicial 2013,2,5,Atl Rafaela,Lanus,2,1,,,,,,,,,,,,,,
Inicial 2013,2,6,Velez,Arsenal,0,0,,,,,,,,,,,,,,
Inicial 2013,2,7,Olimpo,Tigre,0,0,,,,,,,,,,,,,,
Inicial 2013,2,8,Racing Club,San Lorenzo,0,3,,,,,,,,,,,,,,
Inicial 2013,2,9,River Plate,Rosario Central,1,0,,,,,,,,,,,,,,
Inicial 2013,2,10,Newells,Gimnasia (LP),3,0,,,,,,,,,,,,,,
Inicial 2013,3,1,Arsenal,Olimpo,3,1,,,,,,,,,,,,,,
Inicial 2013,3,2,Colon,Quilmes,1,0,,,,,,,,,,,,,,
Inicial 2013,3,3,Gimnasia (LP),Rosario Central,3,1,,,,,,,,,,,,,,
Inicial 2013,3,4,San Lorenzo,Argentinos,0,3,,,,,,,,,,,,,,
Inicial 2013,3,5,Tigre,Racing Club,3,1,,,,,,,,,,,,,,
Inicial 2013,3,6,Newells,Belgrano,0,0,,,,,,,,,,,,,,
Inicial 2013,3,7,Boca Juniors,Atl Rafaela,2,1,,,,,,,,,,,,,,
Inicial 2013,3,8,Godoy Cruz,River Plate,0,0,,,,,,,,,,,,,,
Inicial 2013,3,9,All Boys,Velez,1,1,,,,,,,,,,,,,,
Inicial 2013,3,10,Lanus,Estudiantes (LP),1,1,,,,,,,,,,,,,,
Inicial 2013,4,1,Belgrano,Gimnasia (LP),1,2,,,,,,,,,,,,,,
Inicial 2013,4,2,Atl Rafaela,Newells,0,2,,,,,,,,,,,,,,
Inicial 2013,4,3,Racing Club,Arsenal,0,2,,,,,,,,,,,,,,
Inicial 2013,4,4,Velez,Lanus,0,0,,,,,,,,,,,,,,
Inicial 2013,4,5,Argentinos,Tigre,1,0,,,,,,,,,,,,,,
Inicial 2013,4,6,Rosario Central,Godoy Cruz,1,0,,,,,,,,,,,,,,
Inicial 2013,4,7,Olimpo,All Boys,1,1,,,,,,,,,,,,,,
Inicial 2013,4,8,River Plate,Colon,1,2,,,,,,,,,,,,,,
Inicial 2013,4,9,Estudiantes (LP),Boca Juniors,2,0,,,,,,,,,,,,,,
Inicial 2013,4,10,Quilmes,San Lorenzo,3,2,,,,,,,,,,,,,,
Inicial 2013,5,1,Newells,Estudiantes (LP),1,1,,,,,,,,,,,,,,
Inicial 2013,5,2,Tigre,Quilmes,0,1,,,,,,,,,,,,,,
Inicial 2013,5,3,All Boys,Racing Club,1,0,,,,,,,,,,,,,,
Inicial 2013,5,4,Gimnasia (LP),Godoy Cruz,0,0,,,,,,,,,,,,,,
Inicial 2013,5,5,Colon,Rosario Central,2,1,,,,,,,,,,,,,,
Inicial 2013,5,6,Boca Juniors,Velez,2,1,,,,,,,,,,,,,,
Inicial 2013,5,7,San Lorenzo,River Plate,1,0,,,,,,,,,,,,,,
Inicial 2013,5,8,Arsenal,Argentinos,0,0,,,,,,,,,,,,,,
Inicial 2013,5,9,Belgrano,Atl Rafaela,3,2,,,,,,,,,,,,,,
